phrase,prompt
iodine feel pain inch my stomach,Stomach ache
There some on my face me a,Acne
my neck hurts me and i Maine can't look down or up,Neck pain
stomach pain in have I my,Stomach ache
and it suddenly cannot bend it knee like The I feels anymore. rusted,Knee pain
"['The lQCt 6kme I cKipl3d my HoRnzils, I cut Rheh too XhorH and now I have an LnfsXted nail.']",Infected wound
every time iodine comb my hair there are sol many hair inch my comb.,Hair falling out
"iodine americium fight to bear weight on my knee, when iodine base heterosexual iodine feel and hear angstrom loud pop noise.",Knee pain
sharp calve. There is a my pain in,Muscle pain
there be angstrom sharp pain inch my bicep. iodine rich_person try to use pain relief cream merely information_technology Department_of_Energy not help.,Muscle pain
"My skin color skin on my back is red, I don't know why.",Skin issue
"['I f4e, v4Fy hard to breathe']",Hard to breath
red flushes accompanied with itchy,Skin issue
I have a split on my thumb that will not heal.,Open wound
"I put my on fast, too morning. barely in get I tired clothes the can",Body feels weak
It itches inside my inside ears.,Ear ache
I have a sharp pain inch in my ear,Ear ache
feel abdominal pain I,Stomach ache
I feel a sharp pain in my head when I think too hard.,Head ache
got i at gym the My was injured while back lifting,Injury from sports
iodine feel pain inch my head with angstrom dizziness,Head ache
"['I fFe, a laiG in my baVl']",Back pain
['I hit my j3ad at the naskegba:l TSme. Could I MAve a Dpncussiln?'],Injury from sports
I toppled over while jumping to catch the ball.,Injury from sports
I have a pain pain in my head,Head ache
I don't have the energy to do the things that I rich_person used to,Body feels weak
severe pain I have shoulder,Shoulder pain
my temperature dropped and my body get synosed,Feeling cold
"wounds red, firing painful and hot to touch",Infected wound
My hair always falls out and iodine rich_person doomed angstrom batch of hair recently,Hair falling out
I'm agony from sharp cough attach_to by emotionlessness,Cough
foot is My so much. hurting,Foot ache
my carry to have when try I pain shoulder I groceries.,Shoulder pain
concern I have a headache every time I eat ice cream,Head ache
heavy breath fatigue with,Emotional pain
arms don't with I motion of have range my full,Shoulder pain
I feel great pain in inch the head,Head ache
When I'm too high I start to feel dizzy,Feeling dizzy
My wound Washington infect when iodine Washington planting some flower inch my garden,Infected wound
My stomach feels full and upset and bloating big meals.,Stomach ache
"When iodine I go to stand, my head starts swirling",Feeling dizzy
When i eat i feel my stomach hurts iodine,Stomach ache
i have disterbance my emotion,Emotional pain
"i have whooping iodine cough with excess mucous, need mucolytic.",Cough
information_technology I think I sprained my ankle it really hurts.,Injury from sports
iodine rich_person trouble travel my neck,Neck pain
Surgical infections,Infected wound
I have a pain that radiates up from my right hip to my rib cage. It is at up it's worst when I urinate.,Internal pain
I'm having time a hard time hearing.,Ear ache
I feel heart pain when I walk a lot,Heart hurts
"[""i can ' t see #ePl""]",Blurry vision
My lungs feel heavy like they are filled with mucus,Cough
is neck. in tingling my a sensation There,Neck pain
"[""my cyi,d has c)ugJ all niggh, she can ' t sIe@p""]",Cough
I feel very weak in my iodine body,Body feels weak
My knee catches and iodine hurts when I first stand up after sitting.,Knee pain
I parting when loved ones feel pain,Emotional pain
My knees hurt so bad to walk that I stay sitting more than I,Knee pain
"I never had any acne problem until my last pregnancy, have when all of a sudden my back got covered in zits.",Acne
There is an injured person,Infected wound
I have in my chest saddens me.,Heart hurts
i iodine have a pain in my trapes,Muscle pain
i was feel travelling by ship and i feel dizzy.,Feeling dizzy
iodine feel like the universe go round and round,Feeling dizzy
['My son has a lot of acbF.'],Acne
in die I was thought during was I my sincerely worst going brain from to twenties: hangover headache a The inflammation.,Head ache
I have this strange iodine rash on my arm.,Skin issue
i was washing my hair it was falling out heavily,Hair falling out
['I get an ear acyW wteb it is c*ls'],Ear ache
too going up When I'm feel as I stand to I though quickly faint.,Feeling dizzy
line respiratory across hard longitudinal back burning with movements,Back pain
When iodine think of my parent iodine feel pain,Emotional pain
['I do not kBo! why I RDel d0ld'],Feeling cold
My arm hurts when I stretch,Muscle pain
My hair always falls out and i have lost a angstrom lot of hair lately,Hair falling out
"[""My nose is congWZteC all the %i,e and %herw ' s this gluey secreyUKn in my ttriat that makes it impossOGld for me to s>eeo. I of^eh have to nap s&tRimg Wodn.""]",Hard to breath
My entire body is freezing.,Feeling cold
I feel a great my shoulder when i try to lift heavy,Shoulder pain
hair A in fall terrible,Hair falling out
I was kicked in the head playing soccer last night.,Injury from sports
"My husband left me for another woman, my heart hurts so badly Oregon to the point I can't eat or sleep.",Heart hurts
my ankle be pain Maine,Joint pain
iodine rich_person angstrom split on my thumb that volition not heal.,Open wound
I my take When care tried I to it out is falling hair that found if,Hair falling out
['My geSndmorheF lAs$ year went to hospital G3caus$ she was bav(ng a haeC time breathing'],Hard to breath
iodine use alot of pain killer to get better merely iodine still feel the Lapp back pain,Back pain
skin an ice-cream. rash eating have a I after,Skin issue
I get breakouts on my chest with patches get more intense when i get hot.,Acne
Maine My nose is congested all the time and there's this gluey secretion in my throat that makes it impossible for me to sleep. I often have to nap sitting down.,Hard to breath
"My daughter was bit by her cat and now her hand is sore, red and swollen and the wound is oozing liquid.",Infected wound
information_technology feel like iodine can't return angstrom deep breath,Hard to breath
['i can tardlu breafgd'],Hard to breath
['i hit the vr8und wB3n trying to shoot a badke5bZll'],Injury from sports
"My body feels weak although I eat a lot, why?",Body feels weak
My stomach feel full_moon and disturbance and bloat after large meals.,Stomach ache
i feel is great pain in my shoulder,Shoulder pain
"I feel a pain on the left side of my chest, where my heart is be",Heart hurts
"['My hair is comihN out in chunks, esp3cixllg wNeb I waDg it']",Hair falling out
"My hair is coming out approach in chunks, especially when I wash it",Hair falling out
['whfH i wake up in the morJigf i feel dUzzJ'],Feeling dizzy
back has been sore a week.,Back pain
I have on dark spots on my skin,Skin issue
My shoulder hurts me so much,Shoulder pain
iodine have Associate_in_Nursing accident and my wound Washington open when iodine arrive to hospital,Open wound
"[""It ' s hQrc to Z$and up, and I ' m mPfing v$r% xlow.y""]",Body feels weak
My chest acne breaks out and,Acne
Feels like there are pins and needles sticking in my joints,Joint pain
feel i feel pain in my foot,Foot ache
I feel a clicking sensation in my knee each time I step.,Joint pain
i feel ache,Head ache
I complain alot with skin allergy,Skin issue
When I'm tire iodine feel my head heavy,Head ache
I suffered a deep wound in my hand and I can not the,Infected wound
My acne scabies and oozes.,Acne
my neck injury Maine and iodine can't expression down Oregon up,Neck pain
I can't sleep I have a hard cough,Cough
"[""I feel laiJ in my neSO Suile I ' m a0#king.""]",Neck pain
I feel lightheaded when I stand up,Feeling dizzy
iodine feel cold,Feeling cold
on I get clusters of whiteheads and blackheads on my back.,Acne
I have a sharp in my lower stomach.,Stomach ache
have a break in the skin my thumb and index finger it will close.,Open wound
"I couldn't stop shaking or unclench my jaw, that's how cold I was.",Feeling cold
['I got iBjhrdd eAercOEing'],Injury from sports
"[""I T4el like I ' ve Qlwayc got sokethiJv in my Ghroqt""]",Cough
"[""i can ' t see wFlp""]",Blurry vision
['Zfger a brfSkhp I fe4i something strange in me.'],Emotional pain
i feel pain in my knee,Knee pain
iodine feel pain inch my foot,Foot ache
i have shoulder pain after doing any home pain work.,Shoulder pain
"['I used to be out of breath af%Fr Holng up a d8z4n of QtairZ, but now I stdugH>e to Vreatj Fvem eben I sit diEn.']",Hard to breath
"['It is hZ4d to breath whwJ I am in the Knverg5ounR m@trL stQHioB, why?']",Hard to breath
feel like there are pin and acerate_leaf lodge inch my joint,Joint pain
My chest hurts when I smoke,Internal pain
I get chill chills and aches all over.,Feeling cold
My hair always falls out and iodine rich_person doomed angstrom batch of hair recently,Hair falling out
When i'm awake morning I feel strange and have vertigo,Feeling dizzy
['My throjgn$ is so slr$.'],Neck pain
usually have a bad cough when I get,Cough
I can't stand with this horrible feeling in my shoulder,Shoulder pain
Stomach pain after drinking pain milk,Stomach ache
['My joints axge wTenWcer it is coke'],Joint pain
I have a mental,Emotional pain
I was kicked in the head playing soccer last night.,Injury from sports
['I naFe a split on my thumb fhqt e8ll not N3al.'],Open wound
I have an internal pain I cannot describe,Internal pain
iodine feel like the room be spinning,Feeling dizzy
i'm injured i can't play sports,Injury from sports
and My itches acne oozes.,Acne
I feel pain inside I do not what it is,Internal pain
['The aFxhes of my feet h&ft eh4n I wear heels'],Foot ache
"I can't stand up, I feel my brain is moving inside my skull.",Head ache
feel after I stomach sharp the a pain eating in,Stomach ache
sensation have in I When play I burning my spine some sports,Back pain
iodine feel sol sore inch my stomach area.,Stomach ache
When I do hard exercises I feel great pain in my muscles.,Muscle pain
My be skin is itchy and inflamed,Skin issue
"['I get tOrDd too fWsg, I can barwl6 put on my FlItYes in the m(Fn8ng.']",Body feels weak
